External_ID__c,AccountNumber,AnnualRevenue,BillingCity,BillingCountry,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingState,BillingStreet,Cust360_Contact_Picture_URL__pc,DNB_Delinquency_Score__c,DNB_Failure_Score__c,DNB_PAYDEX_Score__c,DNB_Rating__c,Description,Equifax_Credit_Risk_Score__c,Equifax_Failure_Score_CR__c,Equifax_Payment_Index__c,Experian_Intelliscore__c,Experian_Risk_Band__c,Fax,FinServ__BorrowingHistory__c,FinServ__CommunicationPreferences__pc,FinServ__ContactPreference__pc,FinServ__CountryOfResidence__pc,FinServ__CreditRating__c,FinServ__CreditScore__c,FinServ__CustomerType__c,FinServ__EmployedSince__pc,FinServ__Gender__pc,FinServ__HomeOwnership__pc,FinServ__InvestmentExperience__c,FinServ__LanguagesSpoken__pc,FinServ__LastFourDigitSSN__pc,FinServ__LastInteraction__c,FinServ__MotherMaidenName__pc,FinServ__NetWorth__c,FinServ__NumberOfChildren__pc,FinServ__NumberOfDependents__pc,FinServ__RiskTolerance__c,FinServ__ServiceModel__c,FinServ__Status__c,FinServ__TaxBracket__pc,FinServ__TaxId__pc,FinServ__TimeHorizon__c,FinServ__TotalRevenue__c,FinServ__WeddingAnniversary__pc,Fitch_Category__c,Fitch_Rating__c,INS_FEIN_Tax_ID__c,Industry,Jigsaw,MiddleName,NAICS_Code__c,NumberOfEmployees,PersonAssistantName,PersonAssistantPhone,PersonDepartment,PersonGender,PersonGenderIdentity,PersonLeadSource,PersonMailingGeocodeAccuracy,PersonMailingLatitude,PersonMailingLongitude,PersonOtherCity,PersonOtherCountry,PersonOtherGeocodeAccuracy,PersonOtherLatitude,PersonOtherLongitude,PersonOtherPhone,PersonOtherPostalCode,PersonOtherState,PersonOtherStreet,PersonPronouns,PersonTitle,Rating,Salutation,ShippingCity,ShippingCountry,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStreet,Sic,SicDesc,Site,Tier__c,Type
BACKFILL-001am0000296c7jAAA,ACCT-29926889,272496,Detroit,United States,Address,42.2904,-83.0202,48286,MI,1505 Sycamore Blvd,,370,1235,50,3A1,Recent customer; growing wallet share.,571,1274,56,56,3,(344) 710-5963,,,,,,,Business,,,,,,,2025-06-17,,,,,,,Active,,,,272496,,Speculative,BB,347615138,Hospitality,20650263,,541512,10,,,,,,,,,,,,,,,,,,,,,Warm,,Detroit,United States,Address,42.2928,-83.0761,48286,MI,1505 Sycamore Blvd,7372,Prepackaged Software,https://cumulus-9dd392.example.com,,Partner
BACKFILL-001am0000296c7kAAA,ACCT-42140033,351457,Denver,United States,Address,39.7528,-104.9633,80232,CO,3287 Chestnut Way,,386,1352,50,3A4,High-value relationship; quarterly review cadence.,504,1322,48,43,3,(516) 096-8735,,,,,,,Business,,,,,,,2025-10-27,,,,,,,Active,,,,351457,,Speculative,BB,424817298,Banking,21036800,,336111,6,,,,,,,,,,,,,,,,,,,,,Hot,,Denver,United States,Address,39.7856,-105.0081,80232,CO,3287 Chestnut Way,3711,Motor Vehicles & Passenger Car Bodies,https://cumulus-4e5eb5.example.com,,Partner
HYDRATE-RT-000001,ACCT-000001,,,,,,,,,,https://cust360-photos.example.com/001am00002A3037AAB.jpg,,,,,,,,,,,(270) 885-4615,Excellent,Email;Text,Phone,United States,Poor,547,Individual,2012-01-19,Female,Own,Experienced,English,0295,2025-12-13,Miller,0.0,0,0,Aggressive,Self-Service,Active,,858267137,Long-Term,,,,,,,,G,,,,,Finance,Female,Female,Web,Address,25.7873,-80.1526,Jacksonville,United States,Address,30.3509,-81.6297,(667) 534-8739,33158,FL,12 Pine Ave,she/her,Hon,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000002,ACCT-000002,,,,,,,,,,https://cust360-photos.example.com/001am00002A3038AAB.jpg,,,,,,,,,,,(875) 263-7471,Excellent,Email;Text,Email,United States,Poor,526,Individual,2001-07-15,Female,Own,Intermediate,English,6182,2025-06-20,Thomas,0.0,0,0,Moderate,Self-Service,Active,,984447948,Medium-Term,,,,,,,,X,,,,,Sales,Female,Female,Referral,Address,36.1726,-95.9504,Tulsa Plaza,United States,Address,36.1184,-96.0123,(820) 610-8293,73192,OK,1505 Cedar Ave,she/her,Mrs,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000003,ACCT-000003,,,,,,,,,,https://cust360-photos.example.com/001am00002A3039AAB.jpg,,,,,,,,,,,(299) 576-9547,Excellent,Email;Text,Email,United States,Fair,593,Individual,2012-11-06,Male,Other,Experienced,English,9070,2026-05-17,Johnson,0.0,0,0,Aggressive,Self-Service,Active,,622929951,Long-Term,,,,,,,,W,,,,,Engineering,Male,Male,Referral,Address,29.7283,-95.3468,Austin,United States,Address,30.2431,-97.7299,(528) 363-5054,77039,TX,47 Sycamore St,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000004,ACCT-000004,,,,,,,,,,https://cust360-photos.example.com/001am00002A303AAAR.jpg,,,,,,,,,,,(907) 264-3774,Excellent,Email;Text,Text,United States,Fair,603,Individual,1995-03-15,Female,Own,Intermediate,English,7553,2025-10-21,Johnson,0.0,0,0,Moderate,Self-Service,Active,,786610218,Medium-Term,,,,,,,,A,,,,,Marketing,Female,Female,Web,Address,39.7517,-104.9942,Colorado Springs,United States,Address,38.792,-104.7795,(641) 140-9936,80247,CO,2014 Chestnut Blvd,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000005,ACCT-000005,,,,,,,,,,https://cust360-photos.example.com/001am00002A303BAAR.jpg,,,,,,,,,,,(744) 267-8589,Excellent,Email;Text,Phone,United States,Fair,604,Individual,2003-05-19,Female,Rent,Experienced,English,8211,2026-01-04,Moore,0.0,0,0,Aggressive,Self-Service,Active,,495237900,Long-Term,,,,,,,,D,,,,,Other,Female,Female,Web,Address,40.6997,-74.0033,Albany,United States,Address,40.677,-74.0463,(328) 488-7016,10078,NY,731 Elm Rd,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000006,ACCT-000006,,,,,,,,,,https://cust360-photos.example.com/001am00002A303CAAR.jpg,,,,,,,,,,,(922) 099-5515,Excellent,Email;Text,Text,United States,Fair,581,Individual,2008-11-25,Male,Own,Intermediate,English,1157,2026-01-05,Miller,0.0,0,0,Moderate,Self-Service,Active,,922068365,Medium-Term,,,,,,,,G,,,,,Engineering,Male,Male,Partner,Address,39.7524,-86.1309,Indianapolis Center,United States,Address,39.7202,-86.2046,(820) 642-2408,46216,IN,47 Cedar St,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000007,ACCT-000007,,,,,,,,,,https://cust360-photos.example.com/001am00002A303DAAR.jpg,,,,,,,,,,,(416) 271-5613,Excellent,Email;Text,Text,United States,Fair,595,Individual,2025-08-19,Female,Own,Beginner,English,3690,2026-04-13,Miller,0.0,0,0,Conservative,Self-Service,Active,,597871606,Short-Term,,,,,,,,E,,,,,Legal,Female,Female,Web,Address,36.1249,-115.1115,Las Vegas Hills,United States,Address,36.2118,-115.178,(618) 214-4864,89184,NV,102 Willow Ave,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000008,ACCT-000008,,,,,,,,,,https://cust360-photos.example.com/001am00002A303EAAR.jpg,,,,,,,,,,,(315) 202-9784,Excellent,Email;Text,Phone,United States,Good,671,Individual,2008-03-02,Male,Own,Experienced,English,0048,2025-07-11,Taylor,0.0,0,0,Aggressive,Self-Service,Active,,429287769,Long-Term,,,,,,,,I,,,,,HR,Male,Male,Web,Address,39.9369,-75.1603,Philadelphia Center,United States,Address,39.9829,-75.2174,(973) 311-3696,19151,PA,731 Walnut St,he/him,Dr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000009,ACCT-000009,,,,,,,,,,https://cust360-photos.example.com/001am00002A303FAAR.jpg,,,,,,,,,,,(938) 417-0934,Poor,Email;Text,Email,United States,Poor,499,Individual,2016-12-09,Female,Own,Intermediate,English,6646,2025-12-24,Thomas,0.0,0,0,Moderate,Self-Service,Active,,396374845,Medium-Term,,,,,,,,U,,,,,Legal,Female,Female,Phone Inquiry,Address,37.6445,-97.336,Wichita Plaza,United States,Address,37.6969,-97.3651,(384) 962-6425,67238,KS,488 Pine Ln,she/her,Mrs,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000010,ACCT-000010,,,,,,,,,,https://cust360-photos.example.com/001am00002A303GAAR.jpg,,,,,,,,,,,(592) 194-1854,Excellent,Email;Text,Email,United States,Fair,589,Individual,2013-07-16,Female,Rent,Beginner,English,8111,2026-04-01,Williams,0.0,0,0,Conservative,Self-Service,Active,,279387507,Short-Term,,,,,,,,T,,,,,Customer Service,Female,Female,Partner,Address,39.9976,-83.0341,Columbus Center,United States,Address,39.9139,-83.0385,(470) 826-5541,43207,OH,12 Elm Ln,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000011,ACCT-000011,,,,,,,,,,https://cust360-photos.example.com/001am00002A303HAAR.jpg,,,,,,,,,,,(553) 210-5920,Poor,Email;Text,Email,United States,Fair,643,Individual,1995-09-06,Male,Own,Intermediate,English,5706,2025-07-13,Garcia,0.0,0,0,Moderate,Self-Service,Active,,927013449,Medium-Term,,,,,,,,W,,,,,Marketing,Male,Male,Referral,Address,42.3339,-83.0111,Detroit Plaza,United States,Address,42.3381,-83.0582,(355) 987-2825,48262,MI,3287 Cedar Ln,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000012,ACCT-000012,,,,,,,,,,https://cust360-photos.example.com/001am00002A303IAAR.jpg,,,,,,,,,,,(598) 140-3929,Excellent,Email;Text,Email,United States,Good,736,Individual,2002-02-15,Female,Rent,Beginner,English,8807,2025-11-29,Davis,0.0,0,0,Conservative,Self-Service,Active,,018714934,Short-Term,,,,,,,,A,,,,,Other,Female,Female,Referral,Address,32.2062,-110.8888,Tucson Hills,United States,Address,32.1797,-110.8843,(348) 428-3788,85095,AZ,1505 Walnut Blvd,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000013,ACCT-000013,,,,,,,,,,https://cust360-photos.example.com/001am00002A303JAAR.jpg,,,,,,,,,,,(782) 526-6686,Excellent,Email;Text,Text,United States,Poor,518,Individual,2018-10-13,Female,Rent,Intermediate,English,6225,2025-11-13,Jackson,0.0,0,0,Moderate,Self-Service,Active,,530321291,Medium-Term,,,,,,,,B,,,,,Engineering,Female,Female,Referral,Address,36.1998,-115.1153,Las Vegas Hills,United States,Address,36.131,-115.1858,(979) 494-8646,89175,NV,12 Elm Rd,she/her,Mrs,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000014,ACCT-000014,,,,,,,,,,https://cust360-photos.example.com/001am00002A303KAAR.jpg,,,,,,,,,,,(287) 422-0156,Excellent,Email;Text,Email,United States,Poor,493,Individual,2009-10-27,Male,Own,Intermediate,English,1429,2026-03-26,Lopez,0.0,0,0,Moderate,Self-Service,Active,,482969276,Medium-Term,,,,,,,,J,,,,,Operations,Male,Male,Referral,Address,37.7777,-122.405,Oakland,United States,Address,37.8179,-122.2627,(336) 558-5031,90005,CA,2014 Cedar Ave,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000015,ACCT-000015,,,,,,,,,,https://cust360-photos.example.com/001am00002A303LAAR.jpg,,,,,,,,,,,(897) 496-8999,Excellent,Email;Text,Email,United States,Fair,612,Individual,2013-04-16,Female,Other,Intermediate,English,0463,2025-09-28,Jones,0.0,0,0,Moderate,Self-Service,Active,,088320658,Medium-Term,,,,,,,,R,,,,,Sales,Female,Female,Referral,Address,39.9231,-75.1968,Philadelphia Center,United States,Address,39.9815,-75.1567,(796) 086-0249,19115,PA,731 Birch Way,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000016,ACCT-000016,,,,,,,,,,https://cust360-photos.example.com/001am00002A303MAAR.jpg,,,,,,,,,,,(234) 768-6703,Excellent,Email;Text,Phone,United States,Poor,512,Individual,2019-04-28,Male,Own,Intermediate,English,9749,2026-02-23,Williams,0.0,0,0,Moderate,Self-Service,Active,,929314741,Medium-Term,,,,,,,,Q,,,,,Operations,Male,Male,Referral,Address,38.5691,-121.452,Sacramento Hills,United States,Address,38.6291,-121.524,(537) 776-4888,90027,CA,3287 Willow Blvd,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000017,ACCT-000017,,,,,,,,,,https://cust360-photos.example.com/001am00002A303NAAR.jpg,,,,,,,,,,,(941) 691-5124,Excellent,Email;Text,Phone,United States,Fair,604,Individual,1979-12-13,Female,Own,Intermediate,English,3409,2025-07-13,Williams,0.0,0,0,Moderate,Self-Service,Active,,134697196,Medium-Term,,,,,,,,W,,,,,Engineering,Female,Female,Other,Address,31.8083,-106.4801,El Paso Center,United States,Address,31.7593,-106.4979,(213) 151-2887,77086,TX,731 Elm Ln,she/her,Mrs,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000018,ACCT-000018,,,,,,,,,,https://cust360-photos.example.com/001am00002A303OAAR.jpg,,,,,,,,,,,(409) 111-2528,Excellent,Email;Text,Email,United States,Poor,557,Individual,2024-08-13,Female,Rent,Intermediate,English,0400,2025-06-05,Hernandez,0.0,0,0,Moderate,Self-Service,Active,,818835567,Medium-Term,,,,,,,,I,,,,,Operations,Female,Female,Phone Inquiry,Address,32.7149,-97.3232,Fort Worth Park,United States,Address,32.7639,-97.3268,(330) 396-1506,77068,TX,12 Sycamore Way,she/her,Dr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000019,ACCT-000019,,,,,,,,,,https://cust360-photos.example.com/001am00002A303PAAR.jpg,,,,,,,,,,,(669) 152-2992,Excellent,Email;Text,Phone,United States,Poor,535,Individual,2024-10-04,Male,Own,Experienced,English,1886,2025-10-31,Johnson,0.0,0,0,Aggressive,Self-Service,Active,,631099367,Long-Term,,,,,,,,W,,,,,Engineering,Male,Male,Web,Address,44.9914,-93.3042,Minneapolis Plaza,United States,Address,44.9907,-93.2317,(217) 678-7587,55428,MN,12 Pine Ave,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000020,ACCT-000020,,,,,,,,,,https://cust360-photos.example.com/001am00002A303QAAR.jpg,,,,,,,,,,,(297) 107-7519,Excellent,Email;Text,Email,United States,Fair,653,Individual,2020-11-15,Female,Rent,Intermediate,English,1420,2025-07-22,Wilson,0.0,0,0,Moderate,Self-Service,Active,,313301278,Medium-Term,,,,,,,,I,,,,,Customer Service,Female,Female,Referral,Address,41.833,-87.6104,Springfield,United States,Address,41.9242,-87.6749,(695) 513-1376,60685,IL,1505 Sycamore Ave,she/her,Mrs,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000021,ACCT-000021,,,,,,,,,,https://cust360-photos.example.com/001am00002A303RAAR.jpg,,,,,,,,,,,(951) 266-6118,Excellent,Email;Text,Email,United States,Fair,608,Individual,2009-01-24,Female,Other,Beginner,English,8732,2025-11-03,Lopez,0.0,0,0,Conservative,Self-Service,Active,,340079055,Short-Term,,,,,,,,T,,,,,Operations,Female,Female,Referral,Address,29.7433,-95.3345,Austin,United States,Address,30.2524,-97.7021,(525) 537-5716,77057,TX,3287 Oak St,she/her,Dr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000022,ACCT-000022,,,,,,,,,,https://cust360-photos.example.com/001am00002A303SAAR.jpg,,,,,,,,,,,(299) 703-0003,Excellent,Email;Text,Email,United States,Poor,333,Individual,2023-07-16,Male,Own,Beginner,English,1176,2026-01-07,Brown,0.0,0,0,Conservative,Self-Service,Active,,285752564,Short-Term,,,,,,,,R,,,,,HR,Male,Male,Partner,Address,44.9343,-93.2204,Minneapolis Park,United States,Address,45.0278,-93.2952,(377) 735-2172,55499,MN,245 Walnut Ln,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000023,ACCT-000023,,,,,,,,,,https://cust360-photos.example.com/001am00002A303TAAR.jpg,,,,,,,,,,,(247) 248-5631,Excellent,Email;Text,Email,United States,Fair,599,Individual,1995-07-18,Female,Own,Intermediate,English,1695,2026-05-05,Smith,0.0,0,0,Moderate,Self-Service,Active,,414276860,Medium-Term,,,,,,,,F,,,,,Engineering,Female,Female,Web,Address,33.455,-111.7972,Mesa Park,United States,Address,33.4582,-111.8472,(339) 280-3884,85051,AZ,2014 Birch Blvd,she/her,Mrs,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000024,ACCT-000024,,,,,,,,,,https://cust360-photos.example.com/001am00002A303UAAR.jpg,,,,,,,,,,,(235) 263-1481,Excellent,Email;Text,Text,United States,Poor,520,Individual,2025-05-17,Male,Rent,Intermediate,English,4454,2025-06-21,Davis,0.0,0,0,Moderate,Self-Service,Active,,775470060,Medium-Term,,,,,,,,B,,,,,Engineering,Male,Male,Web,Address,36.6999,-119.803,Fresno Hills,United States,Address,36.7366,-119.7653,(483) 978-8557,90011,CA,1100 Elm St,he/him,Dr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000025,ACCT-000025,,,,,,,,,,https://cust360-photos.example.com/001am00002A303VAAR.jpg,,,,,,,,,,,(893) 383-2052,Excellent,Email;Text,Email,United States,Fair,663,Individual,2018-11-20,Male,Rent,Experienced,English,3171,2025-06-14,Moore,0.0,0,0,Aggressive,Self-Service,Active,,706962031,Long-Term,,,,,,,,F,,,,,Other,Male,Male,Web,Address,33.8011,-118.1579,Long Beach Plaza,United States,Address,33.7605,-118.213,(417) 146-7622,90009,CA,47 Pine Way,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000026,ACCT-000026,,,,,,,,,,https://cust360-photos.example.com/001am00002A303WAAR.jpg,,,,,,,,,,,(372) 785-1031,Excellent,Email;Text,Phone,United States,Fair,637,Individual,1977-08-06,Female,Rent,Beginner,English,1939,2025-06-18,Jones,0.0,0,0,Conservative,Self-Service,Active,,262866372,Short-Term,,,,,,,,W,,,,,Marketing,Female,Female,Web,Address,31.7805,-106.4973,El Paso Heights,United States,Address,31.7351,-106.4991,(853) 117-4033,77059,TX,731 Birch Rd,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000027,ACCT-000027,,,,,,,,,,https://cust360-photos.example.com/001am00002A303XAAR.jpg,,,,,,,,,,,(471) 880-3307,Excellent,Email;Text,Email,United States,Poor,490,Individual,2025-10-24,Female,Own,Beginner,English,2996,2026-01-15,Davis,0.0,0,0,Conservative,Self-Service,Active,,441861767,Short-Term,,,,,,,,B,,,,,Engineering,Female,Female,Referral,Address,36.8082,-75.9668,Virginia Beach Heights,United States,Address,36.8108,-76.007,(678) 037-7570,23484,VA,1100 Elm Way,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000028,ACCT-000028,,,,,,,,,,https://cust360-photos.example.com/001am00002A303YAAR.jpg,,,,,,,,,,,(647) 382-1976,Excellent,Email;Text,Phone,United States,Fair,599,Individual,2006-04-02,Female,Own,Intermediate,English,8462,2025-10-29,Taylor,0.0,0,0,Moderate,Self-Service,Active,,157563342,Medium-Term,,,,,,,,Z,,,,,Engineering,Female,Female,Referral,Address,32.7779,-96.8003,Fort Worth,United States,Address,32.799,-97.3793,(229) 446-2356,77088,TX,47 Chestnut Blvd,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000029,ACCT-000029,,,,,,,,,,https://cust360-photos.example.com/001am00002A303ZAAR.jpg,,,,,,,,,,,(696) 611-2630,Excellent,Email;Text,Email,United States,Fair,630,Individual,1997-01-10,Female,Rent,Beginner,English,2182,2025-11-06,Garcia,0.0,0,0,Conservative,Self-Service,Active,,929059933,Short-Term,,,,,,,,M,,,,,Finance,Female,Female,Referral,Address,36.8011,-76.0083,Virginia Beach Hills,United States,Address,36.806,-75.9654,(603) 441-5045,23416,VA,2014 Willow Ln,she/her,Mrs,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000030,ACCT-000030,,,,,,,,,,https://cust360-photos.example.com/001am00002A303aAAB.jpg,,,,,,,,,,,(337) 283-2522,Excellent,Email;Text,Phone,United States,Poor,537,Individual,1992-05-30,Female,Rent,Intermediate,English,3300,2026-04-30,Thomas,0.0,0,0,Moderate,Self-Service,Active,,540452808,Medium-Term,,,,,,,,R,,,,,Customer Service,Female,Female,Referral,Address,38.2708,-85.7589,Louisville Park,United States,Address,38.2335,-85.7969,(591) 507-5954,40238,KY,102 Maple Rd,she/her,Mrs,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000031,ACCT-000031,,,,,,,,,,https://cust360-photos.example.com/001am00002A303bAAB.jpg,,,,,,,,,,,(920) 301-7171,Excellent,Email;Text,Email,United States,Fair,625,Individual,2005-06-19,Male,Own,Intermediate,English,5157,2025-08-03,Thomas,40930.88,0,0,Moderate,Self-Service,Active,,533329039,Medium-Term,,,,,,,,N,,,,,Finance,Male,Male,Referral,Address,36.1861,-115.1117,Las Vegas Heights,United States,Address,36.1774,-115.1189,(561) 188-2151,89114,NV,488 Pine Ln,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000032,ACCT-000032,,,,,,,,,,https://cust360-photos.example.com/001am00002A303cAAB.jpg,,,,,,,,,,,(322) 674-4556,Poor,Email;Text,Text,United States,Good,714,Individual,2020-09-20,Male,Own,Intermediate,English,6981,2025-08-08,Moore,69340.8,0,0,Moderate,Self-Service,Active,,202179369,Medium-Term,,,,,,,,V,,,,,Engineering,Male,Male,Web,Address,39.9877,-75.123,Philadelphia Center,United States,Address,39.9092,-75.1789,(420) 311-7753,19184,PA,2014 Pine Blvd,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000033,ACCT-000033,,,,,,,,,,https://cust360-photos.example.com/001am00002A303dAAB.jpg,,,,,,,,,,,(605) 353-4567,Excellent,Email;Text,Email,United States,Good,711,Individual,2011-06-11,Male,Rent,Experienced,English,1662,2026-03-01,Thomas,0.0,0,0,Aggressive,Self-Service,Active,,760914830,Long-Term,,,,,,,,S,,,,,Engineering,Male,Male,Web,Address,35.2097,-80.8082,Raleigh,United States,Address,35.821,-78.6474,(540) 165-6345,28228,NC,1505 Elm Rd,he/him,Dr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000034,ACCT-000034,,,,,,,,,,https://cust360-photos.example.com/001am00002A303eAAB.jpg,,,,,,,,,,,(440) 124-7869,Excellent,Email;Text,Email,United States,Fair,608,Individual,2019-05-12,Male,Rent,Intermediate,English,4382,2025-07-27,Martinez,0.0,0,0,Moderate,Self-Service,Active,,993241195,Medium-Term,,,,,,,,F,,,,,Marketing,Male,Male,Referral,Address,45.5238,-122.6303,Portland Heights,United States,Address,45.5457,-122.6509,(958) 721-0762,97259,OR,3287 Chestnut Way,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000035,ACCT-000035,,,,,,,,,,https://cust360-photos.example.com/001am00002A303fAAB.jpg,,,,,,,,,,,(259) 942-9390,Excellent,Email;Text,Email,United States,Fair,583,Individual,2021-02-27,Female,Own,Intermediate,English,4747,2025-11-27,Gonzalez,0.0,0,0,Moderate,Self-Service,Active,,530271181,Medium-Term,,,,,,,,X,,,,,Other,Female,Female,Web,Address,25.7443,-80.1956,Jacksonville,United States,Address,30.3584,-81.6175,(774) 919-7286,33193,FL,488 Oak Ave,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000036,ACCT-000036,,,,,,,,,,https://cust360-photos.example.com/001am00002A303gAAB.jpg,,,,,,,,,,,(556) 853-6504,Excellent,Email;Text,Email,United States,Poor,530,Individual,2021-03-27,Male,Rent,Beginner,English,9493,2025-06-23,Smith,0.0,0,0,Conservative,Self-Service,Active,,976396196,Short-Term,,,,,,,,J,,,,,Sales,Male,Male,Referral,Address,38.5987,-121.4933,Sacramento Center,United States,Address,38.5362,-121.4923,(480) 243-8394,90093,CA,245 Elm Ln,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000037,ACCT-000037,,,,,,,,,,https://cust360-photos.example.com/001am00002A303hAAB.jpg,,,,,,,,,,,(667) 924-2614,Excellent,Email;Text,Phone,United States,Fair,593,Individual,2012-06-15,Male,Own,Experienced,English,9160,2025-11-11,Lopez,0.0,0,0,Aggressive,Self-Service,Active,,771583181,Long-Term,,,,,,,,Y,,,,,Finance,Male,Male,Referral,Address,39.2762,-76.6485,Baltimore Center,United States,Address,39.2939,-76.6058,(681) 529-9667,21219,MD,1100 Willow Rd,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000038,ACCT-000038,,,,,,,,,,https://cust360-photos.example.com/001am00002A303iAAB.jpg,,,,,,,,,,,(991) 046-3790,Excellent,Email;Text,Email,United States,Poor,532,Individual,2004-11-05,Male,Rent,Intermediate,English,7809,2026-03-04,Martinez,0.0,0,0,Moderate,Self-Service,Active,,002766385,Medium-Term,,,,,,,,R,,,,,Engineering,Male,Male,Web,Address,39.3216,-76.6294,Baltimore Plaza,United States,Address,39.2625,-76.6075,(661) 313-0242,21280,MD,3287 Pine St,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000039,ACCT-000039,,,,,,,,,,https://cust360-photos.example.com/001am00002A303jAAB.jpg,,,,,,,,,,,(936) 447-8502,Excellent,Email;Text,Email,United States,Fair,588,Individual,2020-06-14,Male,Rent,Experienced,English,2785,2025-07-19,Thomas,0.0,0,0,Aggressive,Self-Service,Active,,025663647,Long-Term,,,,,,,,Y,,,,,HR,Male,Male,Web,Address,36.1742,-96.0378,Tulsa Plaza,United States,Address,36.1979,-95.9563,(849) 251-8461,73142,OK,731 Pine Ln,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000040,ACCT-000040,,,,,,,,,,https://cust360-photos.example.com/001am00002A303kAAB.jpg,,,,,,,,,,,(999) 546-3840,Excellent,Email;Text,Email,United States,Poor,536,Individual,2004-10-20,Female,Rent,Intermediate,English,1721,2025-10-11,Anderson,0.0,0,0,Moderate,Self-Service,Active,,221367160,Medium-Term,,,,,,,,H,,,,,Marketing,Female,Female,Web,Address,37.7946,-122.2603,Oakland Park,United States,Address,37.7599,-122.2476,(368) 076-7460,90049,CA,3287 Maple Rd,she/her,Mrs,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000041,ACCT-000041,,,,,,,,,,https://cust360-photos.example.com/001am00002A303lAAB.jpg,,,,,,,,,,,(547) 485-8366,Excellent,Email;Text,Phone,United States,Fair,605,Individual,2023-11-30,Female,Rent,Intermediate,English,9344,2025-10-08,Gonzalez,0.0,0,0,Moderate,Self-Service,Active,,263805059,Medium-Term,,,,,,,,M,,,,,Operations,Female,Female,Referral,Address,37.6976,-97.3192,Wichita Center,United States,Address,37.6683,-97.3867,(477) 597-4891,67294,KS,2014 Pine Ave,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000042,ACCT-000042,,,,,,,,,,https://cust360-photos.example.com/001am00002A303mAAB.jpg,,,,,,,,,,,(619) 387-3261,Excellent,Email;Text,Email,United States,Fair,598,Individual,2016-12-02,Male,Rent,Intermediate,English,9194,2026-03-20,Wilson,0.0,0,0,Moderate,Self-Service,Active,,976147524,Medium-Term,,,,,,,,V,,,,,Sales,Male,Male,Partner,Address,43.088,-87.874,Milwaukee Heights,United States,Address,43.0487,-87.91,(388) 226-9981,53287,WI,47 Walnut Rd,he/him,Mr,,,,,,,,,,,,,,Bronze,
