External_ID__c,AccountNumber,AnnualRevenue,BillingCity,BillingCountry,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingState,BillingStreet,Cust360_Contact_Picture_URL__pc,DNB_Delinquency_Score__c,DNB_PAYDEX_Score__c,DNB_Rating__c,Description,Equifax_Credit_Risk_Score__c,Equifax_Failure_Score_CR__c,Equifax_Payment_Index__c,Experian_Intelliscore__c,Experian_Risk_Band__c,Fax,FinServ__BorrowingHistory__c,FinServ__CommunicationPreferences__pc,FinServ__ContactPreference__pc,FinServ__CountryOfResidence__pc,FinServ__CreditRating__c,FinServ__CreditScore__c,FinServ__CustomerType__c,FinServ__EmployedSince__pc,FinServ__Gender__pc,FinServ__HomeOwnership__pc,FinServ__InvestmentExperience__c,FinServ__KYCDate__c,FinServ__KYCStatus__c,FinServ__LanguagesSpoken__pc,FinServ__LastFourDigitSSN__pc,FinServ__LastInteraction__c,FinServ__LifetimeValue__c,FinServ__MotherMaidenName__pc,FinServ__NetWorth__c,FinServ__NextReview__c,FinServ__NumberOfChildren__pc,FinServ__NumberOfDependents__pc,FinServ__RelationshipStartDate__c,FinServ__RiskTolerance__c,FinServ__ServiceModel__c,FinServ__Status__c,FinServ__TaxBracket__pc,FinServ__TaxId__pc,FinServ__TimeHorizon__c,FinServ__TotalRevenue__c,FinServ__WeddingAnniversary__pc,Fitch_Category__c,Fitch_Rating__c,INS_FEIN_Tax_ID__c,Industry,Jigsaw,MiddleName,NAICS_Code__c,NumberOfEmployees,PersonAssistantName,PersonAssistantPhone,PersonDepartment,PersonGender,PersonGenderIdentity,PersonLeadSource,PersonMailingGeocodeAccuracy,PersonMailingLatitude,PersonMailingLongitude,PersonOtherCity,PersonOtherCountry,PersonOtherGeocodeAccuracy,PersonOtherLatitude,PersonOtherLongitude,PersonOtherPhone,PersonOtherPostalCode,PersonOtherState,PersonOtherStreet,PersonPronouns,PersonTitle,Rating,Salutation,ShippingCity,ShippingCountry,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStreet,Sic,SicDesc,Site,Tier__c,Type
HYDRATE-RT-000010,ACCT-000010,,,,,,,,,,https://cust360-photos.example.com/001am00002A303GAAR.jpg,,,,,,,,,,(592) 194-1854,Excellent,Email;Text,Email,United States,Fair,589,Relational,2025-03-03,Female,Own,Beginner,2026-05-20,Overdue,English,8111,2025-10-06,,Williams,0.0,2027-05-27,0,0,2026-05-20,Conservative,Tier 3,Onboarding,,279387507,Short-Term,,,,,,,,T,,,,,Engineering,Female,Female,Referral,Address,39.9139,-83.0385,Columbus Center,United States,Address,39.9908,-82.9682,(470) 826-5541,43207,OH,12 Elm Ln,she/her,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000011,ACCT-000011,,,,,,,,,,https://cust360-photos.example.com/001am00002A303HAAR.jpg,,,,,,,,,,(553) 210-5920,Excellent,Email;Text,Email,United States,Fair,643,Relational,2025-04-24,Male,Own,Intermediate,2026-05-24,Overdue,English,5706,2025-07-21,,Garcia,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,927013449,Medium-Term,,,,,,,,W,,,,,Operations,Male,Male,Partner,Address,42.3017,-83.0628,Detroit Plaza,United States,Address,42.2814,-83.0018,(355) 987-2825,48262,MI,3287 Cedar Ln,he/him,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000012,ACCT-000012,,,,,,,,,,https://cust360-photos.example.com/001am00002A303IAAR.jpg,,,,,,,,,,(598) 140-3929,Excellent,Email;Text,Email,United States,Good,736,Relational,2012-10-15,Female,Own,Beginner,2026-05-23,Overdue,English,8807,2026-05-06,,Davis,0.0,2027-05-27,0,0,2026-05-20,Conservative,Tier 3,Onboarding,,018714934,Short-Term,,,,,,,,A,,,,,Legal,Female,Female,Referral,Address,32.1808,-110.9365,Tucson Hills,United States,Address,32.2318,-110.9472,(348) 428-3788,85095,AZ,1505 Walnut Blvd,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000013,ACCT-000013,,,,,,,,,,https://cust360-photos.example.com/001am00002A303JAAR.jpg,,,,,,,,,,(782) 526-6686,Excellent,Email;Text,Email,United States,Poor,518,Relational,2024-03-18,Female,Rent,Intermediate,2026-05-23,Overdue,English,6225,2025-11-16,,Jackson,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,530321291,Medium-Term,,,,,,,,B,,,,,Finance,Female,Female,Referral,Address,36.1944,-115.1871,Las Vegas Hills,United States,Address,36.209,-115.1751,(979) 494-8646,89175,NV,12 Elm Rd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000014,ACCT-000014,,,,,,,,,,https://cust360-photos.example.com/001am00002A303KAAR.jpg,,,,,,,,,,(287) 422-0156,Excellent,Email;Text,Phone,United States,Poor,493,Relational,2022-11-28,Male,Own,Beginner,2026-05-21,Overdue,English,1429,2025-07-05,,Lopez,0.0,2027-05-27,0,0,2026-05-20,Conservative,Tier 3,Onboarding,,482969276,Short-Term,,,,,,,,J,,,,,Engineering,Male,Male,Partner,Address,37.8117,-122.3725,Oakland,United States,Address,37.7792,-122.3141,(336) 558-5031,90005,CA,2014 Cedar Ave,he/him,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000015,ACCT-000015,,,,,,,,,,https://cust360-photos.example.com/001am00002A303LAAR.jpg,,,,,,,,,,(897) 496-8999,Excellent,Email;Text,Text,United States,Fair,612,Relational,2016-08-24,Female,Own,Beginner,2026-05-27,Overdue,English,0463,2026-04-05,,Jones,0.0,2027-05-27,0,0,2026-05-20,Conservative,Tier 3,Onboarding,,088320658,Short-Term,,,,,,,,R,,,,,Other,Female,Female,Web,Address,39.9877,-75.1463,Philadelphia Center,United States,Address,39.9196,-75.2039,(796) 086-0249,19115,PA,731 Birch Way,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000016,ACCT-000016,,,,,,,,,,https://cust360-photos.example.com/001am00002A303MAAR.jpg,,,,,,,,,,(234) 768-6703,Excellent,Email;Text,Email,United States,Poor,512,Relational,2018-11-28,Male,Rent,Intermediate,2026-05-24,Overdue,English,9749,2025-08-03,,Williams,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,929314741,Medium-Term,,,,,,,,Q,,,,,Legal,Male,Male,Web,Address,38.5958,-121.4679,Sacramento Hills,United States,Address,38.5324,-121.4444,(537) 776-4888,90027,CA,3287 Willow Blvd,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000017,ACCT-000017,,,,,,,,,,https://cust360-photos.example.com/001am00002A303NAAR.jpg,,,,,,,,,,(941) 691-5124,Excellent,Email;Text,Phone,United States,Fair,604,Relational,2005-10-25,Female,Rent,Intermediate,2026-05-22,Overdue,English,3409,2025-07-02,,Williams,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,134697196,Medium-Term,,,,,,,,W,,,,,Marketing,Female,Female,Partner,Address,31.7593,-106.4979,El Paso Center,United States,Address,31.7261,-106.5299,(213) 151-2887,77086,TX,731 Elm Ln,she/her,Hon,,,,,,,,,,,,,,C,
HYDRATE-RT-000018,ACCT-000018,,,,,,,,,,https://cust360-photos.example.com/001am00002A303OAAR.jpg,,,,,,,,,,(409) 111-2528,Excellent,Email;Text,Email,United States,Poor,557,Relational,2001-10-28,Female,Own,Intermediate,2026-05-27,Overdue,English,0400,2026-05-06,,Hernandez,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,818835567,Medium-Term,,,,,,,,I,,,,,Engineering,Female,Female,Web,Address,32.725,-97.3097,Fort Worth Park,United States,Address,32.7418,-97.3526,(330) 396-1506,77068,TX,12 Sycamore Way,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000019,ACCT-000019,,,,,,,,,,https://cust360-photos.example.com/001am00002A303PAAR.jpg,,,,,,,,,,(669) 152-2992,Excellent,Email;Text,Email,United States,Poor,535,Relational,2025-03-11,Male,Rent,Intermediate,2026-05-23,Overdue,English,1886,2025-07-23,,Johnson,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,631099367,Medium-Term,,,,,,,,W,,,,,Finance,Male,Male,Referral,Address,45.0098,-93.2923,Minneapolis Plaza,United States,Address,44.9796,-93.2608,(217) 678-7587,55428,MN,12 Pine Ave,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000020,ACCT-000020,,,,,,,,,,https://cust360-photos.example.com/001am00002A303QAAR.jpg,,,,,,,,,,(297) 107-7519,Excellent,Email;Text,Email,United States,Fair,653,Relational,1994-03-09,Female,Own,Intermediate,2026-05-22,Overdue,English,1420,2025-06-28,,Wilson,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,313301278,Medium-Term,,,,,,,,I,,,,,Engineering,Female,Female,Referral,Address,41.9067,-87.6737,Springfield,United States,Address,41.8477,-87.5846,(695) 513-1376,60685,IL,1505 Sycamore Ave,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000021,ACCT-000021,,,,,,,,,,https://cust360-photos.example.com/001am00002A303RAAR.jpg,,,,,,,,,,(951) 266-6118,Excellent,Email;Text,Email,United States,Fair,608,Relational,2014-03-28,Female,Own,Intermediate,2026-05-21,Overdue,English,8732,2026-05-06,,Lopez,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,340079055,Medium-Term,,,,,,,,T,,,,,Engineering,Female,Female,Partner,Address,29.7357,-95.3437,Austin,United States,Address,30.3138,-97.6962,(525) 537-5716,77057,TX,3287 Oak St,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000022,ACCT-000022,,,,,,,,,,https://cust360-photos.example.com/001am00002A303SAAR.jpg,,,,,,,,,,(299) 703-0003,Excellent,Email;Text,Email,United States,Poor,333,Relational,2001-08-05,Male,Own,Intermediate,2026-05-23,Overdue,English,1176,2025-10-07,,Brown,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,285752564,Medium-Term,,,,,,,,R,,,,,Operations,Male,Male,Referral,Address,44.9946,-93.2568,Minneapolis Park,United States,Address,44.9542,-93.2507,(377) 735-2172,55499,MN,245 Walnut Ln,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000023,ACCT-000023,,,,,,,,,,https://cust360-photos.example.com/001am00002A303TAAR.jpg,,,,,,,,,,(247) 248-5631,Poor,Email;Text,Text,United States,Fair,599,Relational,1981-07-16,Female,Own,Intermediate,2026-05-20,Overdue,English,1695,2025-08-20,,Smith,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,414276860,Medium-Term,,,,,,,,F,,,,,Other,Female,Female,Referral,Address,33.4028,-111.8329,Mesa Park,United States,Address,33.3848,-111.8535,(339) 280-3884,85051,AZ,2014 Birch Blvd,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000024,ACCT-000024,,,,,,,,,,https://cust360-photos.example.com/001am00002A303UAAR.jpg,,,,,,,,,,(235) 263-1481,Excellent,Email;Text,Text,United States,Poor,520,Relational,2021-04-27,Male,Rent,Beginner,2026-05-22,Overdue,English,4454,2025-08-24,,Davis,0.0,2027-05-27,0,0,2026-05-20,Conservative,Tier 3,Onboarding,,775470060,Short-Term,,,,,,,,B,,,,,Engineering,Male,Male,Referral,Address,36.7878,-119.8362,Fresno Hills,United States,Address,36.6901,-119.7563,(483) 978-8557,90011,CA,1100 Elm St,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000025,ACCT-000025,,,,,,,,,,https://cust360-photos.example.com/001am00002A303VAAR.jpg,,,,,,,,,,(893) 383-2052,Excellent,Email;Text,Phone,United States,Fair,663,Relational,2024-12-23,Male,Own,Intermediate,2026-05-26,Overdue,English,3171,2026-05-20,,Moore,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,706962031,Medium-Term,,,,,,,,F,,,,,Marketing,Male,Male,Referral,Address,33.8051,-118.1778,Long Beach Plaza,United States,Address,33.7656,-118.2318,(417) 146-7622,90009,CA,47 Pine Way,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000026,ACCT-000026,,,,,,,,,,https://cust360-photos.example.com/001am00002A303WAAR.jpg,,,,,,,,,,(372) 785-1031,Excellent,Email;Text,Text,United States,Fair,637,Relational,2015-06-11,Female,Rent,Intermediate,2026-05-22,Overdue,English,1939,2025-06-18,,Jones,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,262866372,Medium-Term,,,,,,,,W,,,,,Marketing,Female,Female,Partner,Address,31.7556,-106.5079,El Paso Heights,United States,Address,31.7266,-106.4894,(853) 117-4033,77059,TX,731 Birch Rd,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000027,ACCT-000027,,,,,,,,,,https://cust360-photos.example.com/001am00002A303XAAR.jpg,,,,,,,,,,(471) 880-3307,Excellent,Email;Text,Email,United States,Poor,490,Relational,2010-04-05,Female,Own,Intermediate,2026-05-26,Overdue,English,2996,2025-07-14,,Davis,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,441861767,Medium-Term,,,,,,,,B,,,,,Finance,Female,Female,Web,Address,36.8723,-75.972,Virginia Beach Heights,United States,Address,36.8377,-75.9844,(678) 037-7570,23484,VA,1100 Elm Way,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000028,ACCT-000028,,,,,,,,,,https://cust360-photos.example.com/001am00002A303YAAR.jpg,,,,,,,,,,(647) 382-1976,Excellent,Email;Text,Email,United States,Fair,599,Relational,2011-05-06,Female,Own,Experienced,2026-05-21,Overdue,English,8462,2026-04-29,,Taylor,0.0,2027-05-27,0,0,2026-05-20,Aggressive,Tier 3,Onboarding,,157563342,Long-Term,,,,,,,,Z,,,,,Sales,Female,Female,Referral,Address,32.7797,-96.761,Fort Worth,United States,Address,32.7107,-97.3304,(229) 446-2356,77088,TX,47 Chestnut Blvd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000029,ACCT-000029,,,,,,,,,,https://cust360-photos.example.com/001am00002A303ZAAR.jpg,,,,,,,,,,(696) 611-2630,Poor,Email;Text,Email,United States,Fair,630,Relational,1995-07-22,Female,Own,Intermediate,2026-05-26,Overdue,English,2182,2026-04-04,,Garcia,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,929059933,Medium-Term,,,,,,,,M,,,,,Operations,Female,Female,Referral,Address,36.8807,-76.0018,Virginia Beach Hills,United States,Address,36.8299,-76.0027,(603) 441-5045,23416,VA,2014 Willow Ln,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000030,ACCT-000030,,,,,,,,,,https://cust360-photos.example.com/001am00002A303aAAB.jpg,,,,,,,,,,(337) 283-2522,Excellent,Email;Text,Phone,United States,Poor,537,Relational,2021-05-22,Female,Own,Intermediate,2026-05-25,Overdue,English,3300,2025-06-18,,Thomas,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,540452808,Medium-Term,,,,,,,,R,,,,,Sales,Female,Female,Web,Address,38.2511,-85.7765,Louisville Park,United States,Address,38.2131,-85.7661,(591) 507-5954,40238,KY,102 Maple Rd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000031,ACCT-000031,,,,,,,,,,https://cust360-photos.example.com/001am00002A303bAAB.jpg,,,,,,,,,,(920) 301-7171,Excellent,Email;Text,Email,United States,Fair,625,Relational,2026-02-19,Male,Own,Intermediate,2026-05-21,Overdue,English,5157,2025-12-16,,Thomas,40930.88,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,533329039,Medium-Term,,,,,,,,N,,,,,Customer Service,Male,Male,Partner,Address,36.1407,-115.168,Las Vegas Heights,United States,Address,36.1849,-115.0983,(561) 188-2151,89114,NV,488 Pine Ln,he/him,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000032,ACCT-000032,,,,,,,,,,https://cust360-photos.example.com/001am00002A303cAAB.jpg,,,,,,,,,,(322) 674-4556,Excellent,Email;Text,Mail,United States,Good,714,Relational,2023-02-19,Male,Own,Beginner,2026-05-27,Overdue,English,6981,2025-12-13,,Moore,69340.8,2027-05-27,0,0,2026-05-20,Conservative,Tier 3,Onboarding,,202179369,Short-Term,,,,,,,,V,,,,,Legal,Male,Male,Web,Address,39.9092,-75.1789,Philadelphia Center,United States,Address,39.9435,-75.2136,(420) 311-7753,19184,PA,2014 Pine Blvd,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000033,ACCT-000033,,,,,,,,,,https://cust360-photos.example.com/001am00002A303dAAB.jpg,,,,,,,,,,(605) 353-4567,Excellent,Email;Text,Email,United States,Good,711,Relational,2016-10-10,Male,Own,Experienced,2026-05-22,Overdue,English,1662,2025-06-22,,Thomas,0.0,2027-05-27,0,0,2026-05-20,Aggressive,Tier 3,Onboarding,,760914830,Long-Term,,,,,,,,S,,,,,Operations,Male,Male,Partner,Address,35.1867,-80.8606,Raleigh,United States,Address,35.8115,-78.6859,(540) 165-6345,28228,NC,1505 Elm Rd,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000034,ACCT-000034,,,,,,,,,,https://cust360-photos.example.com/001am00002A303eAAB.jpg,,,,,,,,,,(440) 124-7869,Excellent,Email;Text,Text,United States,Fair,608,Relational,2025-01-09,Male,Own,Intermediate,2026-05-25,Overdue,English,4382,2026-05-11,,Martinez,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,993241195,Medium-Term,,,,,,,,F,,,,,Operations,Male,Male,Referral,Address,45.5348,-122.6631,Portland Heights,United States,Address,45.4982,-122.6706,(958) 721-0762,97259,OR,3287 Chestnut Way,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000035,ACCT-000035,,,,,,,,,,https://cust360-photos.example.com/001am00002A303fAAB.jpg,,,,,,,,,,(259) 942-9390,Excellent,Email;Text,Email,United States,Fair,583,Relational,2014-02-10,Female,Own,Beginner,2026-05-24,Overdue,English,4747,2025-10-18,,Gonzalez,0.0,2027-05-27,0,0,2026-05-20,Conservative,Tier 3,Onboarding,,530271181,Short-Term,,,,,,,,X,,,,,Engineering,Female,Female,Referral,Address,25.7381,-80.2362,Jacksonville,United States,Address,30.3343,-81.6309,(774) 919-7286,33193,FL,488 Oak Ave,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000036,ACCT-000036,,,,,,,,,,https://cust360-photos.example.com/001am00002A303gAAB.jpg,,,,,,,,,,(556) 853-6504,Excellent,Email;Text,Email,United States,Poor,530,Relational,2014-06-21,Male,Own,Intermediate,2026-05-23,Overdue,English,9493,2025-06-19,,Smith,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,976396196,Medium-Term,,,,,,,,J,,,,,Legal,Male,Male,Phone Inquiry,Address,38.6201,-121.5193,Sacramento Center,United States,Address,38.621,-121.5313,(480) 243-8394,90093,CA,245 Elm Ln,he/him,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000037,ACCT-000037,,,,,,,,,,https://cust360-photos.example.com/001am00002A303hAAB.jpg,,,,,,,,,,(667) 924-2614,Excellent,Email;Text,Email,United States,Fair,593,Relational,2013-06-02,Male,Rent,Intermediate,2026-05-21,Overdue,English,9160,2025-08-29,,Lopez,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,771583181,Medium-Term,,,,,,,,Y,,,,,Marketing,Male,Male,Referral,Address,39.2624,-76.583,Baltimore Center,United States,Address,39.3355,-76.6426,(681) 529-9667,21219,MD,1100 Willow Rd,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000038,ACCT-000038,,,,,,,,,,https://cust360-photos.example.com/001am00002A303iAAB.jpg,,,,,,,,,,(991) 046-3790,Excellent,Email;Text,Text,United States,Poor,532,Relational,2011-05-18,Male,Own,Experienced,2026-05-22,Overdue,English,7809,2025-07-07,,Martinez,0.0,2027-05-27,0,0,2026-05-20,Aggressive,Tier 3,Onboarding,,002766385,Long-Term,,,,,,,,R,,,,,Operations,Male,Male,Other,Address,39.2706,-76.6375,Baltimore Plaza,United States,Address,39.2925,-76.6221,(661) 313-0242,21280,MD,3287 Pine St,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000039,ACCT-000039,,,,,,,,,,https://cust360-photos.example.com/001am00002A303jAAB.jpg,,,,,,,,,,(936) 447-8502,Excellent,Email;Text,Email,United States,Fair,588,Relational,2024-04-06,Male,Rent,Intermediate,2026-05-26,Overdue,English,2785,2025-08-27,,Thomas,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,025663647,Medium-Term,,,,,,,,Y,,,,,Marketing,Male,Male,Referral,Address,36.1979,-95.9563,Tulsa Plaza,United States,Address,36.1709,-95.9643,(849) 251-8461,73142,OK,731 Pine Ln,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000040,ACCT-000040,,,,,,,,,,https://cust360-photos.example.com/001am00002A303kAAB.jpg,,,,,,,,,,(999) 546-3840,Excellent,Email;Text,Email,United States,Poor,536,Relational,2003-04-04,Female,Own,Intermediate,2026-05-27,Overdue,English,1721,2025-10-23,,Anderson,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,221367160,Medium-Term,,,,,,,,H,,,,,Finance,Female,Female,Referral,Address,37.7702,-122.3196,Oakland Park,United States,Address,37.8378,-122.2789,(368) 076-7460,90049,CA,3287 Maple Rd,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000041,ACCT-000041,,,,,,,,,,https://cust360-photos.example.com/001am00002A303lAAB.jpg,,,,,,,,,,(547) 485-8366,Excellent,Email;Text,Phone,United States,Fair,605,Relational,2016-10-04,Female,Rent,Experienced,2026-05-22,Overdue,English,9344,2025-10-01,,Gonzalez,0.0,2027-05-27,0,0,2026-05-20,Aggressive,Tier 3,Onboarding,,263805059,Long-Term,,,,,,,,M,,,,,Customer Service,Female,Female,Referral,Address,37.6683,-97.3867,Wichita Center,United States,Address,37.6604,-97.3501,(477) 597-4891,67294,KS,2014 Pine Ave,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000042,ACCT-000042,,,,,,,,,,https://cust360-photos.example.com/001am00002A303mAAB.jpg,,,,,,,,,,(619) 387-3261,Poor,Email;Text,Mail,United States,Fair,598,Relational,2015-02-05,Male,Own,Experienced,2026-05-26,Overdue,English,9194,2026-04-06,,Wilson,0.0,2027-05-27,0,0,2026-05-20,Aggressive,Tier 3,Onboarding,,976147524,Long-Term,,,,,,,,V,,,,,Customer Service,Male,Male,Partner,Address,43.076,-87.9013,Milwaukee Heights,United States,Address,43.04,-87.92,(388) 226-9981,53287,WI,47 Walnut Rd,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000043,ACCT-000043,,,,,,,,,,https://cust360-photos.example.com/001am00002A303nAAB.jpg,,,,,,,,,,(608) 985-0164,Excellent,Email;Text,Email,United States,Poor,570,Relational,2010-02-22,Male,Own,Experienced,2026-05-25,Overdue,English,8831,2026-05-20,,Smith,0.0,2027-05-27,0,0,2026-05-20,Aggressive,Tier 3,Onboarding,,110931418,Long-Term,,,,,,,,R,,,,,Sales,Male,Male,Phone Inquiry,Address,39.9401,-75.1754,Philadelphia Heights,United States,Address,39.9797,-75.2047,(517) 309-7301,19160,PA,102 Oak Blvd,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000044,ACCT-000044,,,,,,,,,,https://cust360-photos.example.com/001am00002A303oAAB.jpg,,,,,,,,,,(569) 004-3042,Excellent,Email;Text,Email,United States,Poor,566,Relational,1996-01-28,Male,Own,Beginner,2026-05-25,Overdue,English,7760,2025-09-28,,Johnson,0.0,2027-05-27,0,0,2026-05-20,Conservative,Tier 3,Onboarding,,943766573,Short-Term,,,,,,,,J,,,,,Sales,Male,Male,Web,Address,29.4522,-98.4536,San Antonio Heights,United States,Address,29.4102,-98.5386,(661) 178-5592,77081,TX,1100 Pine St,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000045,ACCT-000045,,,,,,,,,,https://cust360-photos.example.com/001am00002A303pAAB.jpg,,,,,,,,,,(554) 873-9660,Excellent,Email;Text,Email,United States,Fair,626,Relational,2017-04-12,Female,Own,Intermediate,2026-05-23,Overdue,English,4640,2025-09-06,,Johnson,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,750416414,Medium-Term,,,,,,,,S,,,,,Operations,Female,Female,Referral,Address,33.4425,-112.0286,Tucson,United States,Address,32.2014,-110.9772,(786) 605-7092,85052,AZ,2014 Cedar St,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000046,ACCT-000046,,,,,,,,,,https://cust360-photos.example.com/001am00002A303qAAB.jpg,,,,,,,,,,(764) 594-0205,Excellent,Email;Text,Email,United States,Fair,652,Relational,2018-07-16,Male,Other,Intermediate,2026-05-20,Overdue,English,9495,2025-06-27,,Wilson,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,144831903,Medium-Term,,,,,,,,F,,,,,Legal,Male,Male,Referral,Address,33.7988,-118.1659,Long Beach Park,United States,Address,33.7682,-118.1627,(604) 467-3798,90022,CA,12 Birch Way,he/him,Hon,,,,,,,,,,,,,,C,
HYDRATE-RT-000047,ACCT-000047,,,,,,,,,,https://cust360-photos.example.com/001am00002A303rAAB.jpg,,,,,,,,,,(222) 778-7190,Excellent,Email;Text,Text,United States,Poor,568,Relational,2003-02-04,Female,Own,Intermediate,2026-05-21,Overdue,English,1403,2026-05-15,,Johnson,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,197852891,Medium-Term,,,,,,,,A,,,,,Other,Female,Female,Referral,Address,47.6125,-122.283,Spokane,United States,Address,47.5688,-122.3266,(714) 131-9758,98110,WA,245 Cedar Rd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000048,ACCT-000048,,,,,,,,,,https://cust360-photos.example.com/001am00002A303sAAB.jpg,,,,,,,,,,(696) 984-5923,Poor,Email;Text,Phone,United States,Fair,638,Relational,2016-02-01,Male,Own,Experienced,2026-05-21,Overdue,English,1885,2026-01-11,,Martin,0.0,2027-05-27,0,0,2026-05-20,Aggressive,Tier 3,Onboarding,,550180328,Long-Term,,,,,,,,P,,,,,Legal,Male,Male,Referral,Address,35.7699,-78.5969,Raleigh Plaza,United States,Address,35.7855,-78.6643,(530) 101-6023,28261,NC,12 Oak Ave,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000049,ACCT-000049,,,,,,,,,,https://cust360-photos.example.com/001am00002A303tAAB.jpg,,,,,,,,,,(473) 608-3851,Poor,Email;Text,Email,United States,Poor,495,Relational,2007-02-23,Female,Rent,Intermediate,2026-05-20,Overdue,English,2253,2026-04-09,,Rodriguez,0.0,2027-05-27,0,0,2026-05-20,Moderate,Tier 3,Onboarding,,702004597,Medium-Term,,,,,,,,N,,,,,Marketing,Female,Female,Referral,Address,36.1349,-115.1544,Las Vegas Center,United States,Address,36.1572,-115.092,(969) 653-9256,89132,NV,102 Cedar Rd,she/her,Dr,,,,,,,,,,,,,,C,
